"home_team","away_team","def_team_q1","def_team_q3","def_team_ot","def_direction_q1","def_direction_q3","def_direction_ot","game_id"
"CAR","PHI","CAR","PHI",NA,"east","west",NA,"PHI_CAR_2015"
"ARZ","BAL","BAL","ARZ",NA,"north","north",NA,"BAL_ARZ_2015"
"NE","MIA","MIA","NE",NA,"south","south",NA,"MIA_NE_2015"
"KC","DET","KC","DET",NA,"east",NA,NA,"DET_KC_2015"
"ATL","TB","TB","ATL","ATL","east","east","east","TB_ATL_2015"
"BLT","SD","BLT","SD",NA,"west","west",NA,"SD_BLT_2015"
"CHI","MIN","CHI","MIN",NA,"south","south",NA,"MIN_CHI_2015"
"CLV","ARZ","CLV","ARZ",NA,"east","west",NA,"ARZ_CLV_2015"
"HST","TEN","TEN","HST",NA,"north","north",NA,"TEN_HST_2015"
"NO","NYG","NYG","NO",NA,"south","north",NA,"NYG_NO_2015"
"PIT","CIN","CIN","PIT",NA,"south","south",NA,"CIN_PIT_2015"
"SL","SF","SL","SF",NA,"south","north",NA,"SF_SL_2015"
"OAK","NYJ","OAK","NYJ",NA,"south","north",NA,"NYJ_OAK_2015"
"DAL","SEA","DAL","SEA",NA,"north","south",NA,"SEA_DAL_2015"
"DEN","GB","GB","DEN",NA,"south","south",NA,"GB_DEN_2015"
"CAR","IND","CAR","IND","CAR","east","west","east","IND_CAR_2015"
"CIN","CLV","CIN","CLV",NA,"south","south",NA,"CLV_CIN_2015"
"BUF","MIA","MIA","BUF",NA,"west","west",NA,"MIA_BUF_2015"
"CAR","GB","GB","CAR",NA,"east","west",NA,"GB_CAR_2015"
"MIN","SL","MIN","SL","SL","west",NA,"west","SL_MIN_2015"
"NE","WAS","WAS","NE",NA,"north","south",NA,"WAS_NE_2015"
"NO","TEN","NO","TEN","NO","north","north","south","TEN_NO_2015"
"NYJ","JAX","JAX","NYJ",NA,"west",NA,NA,"JAX_NYJ_2015"
"PIT","OAK","OAK","PIT",NA,"south","south",NA,"OAK_PIT_2015"
"SF","ATL","ATL","SF",NA,"north","north",NA,"ATL_SF_2015"
"TB","NYG","TB","NYG",NA,"south","north",NA,"NYG_TB_2015"
"IND","DEN","IND","DEN",NA,"south","south",NA,"DEN_IND_2015"
"DAL","PHI","DAL","PHI","DAL","north","north","north","PHI_DAL_2015"
"SD","CHI","SD","CHI",NA,"east","west",NA,"CHI_SD_2015"
"NYJ","BUF","BUF","NYJ",NA,"east","east",NA,"BUF_NYJ_2015"
"BLT","JAX","BLT","JAX",NA,"east","east",NA,"JAX_BLT_2015"
"GB","DET","DET","GB",NA,"north","north",NA,"DET_GB_2015"
"PHI","MIA","PHI","MIA",NA,"south","north",NA,"MIA_PHI_2015"
"PIT","CLV","CLV","PIT",NA,"south","south",NA,"CLV_PIT_2015"
"SL","CHI","CHI","SL",NA,"south","north",NA,"CHI_SL_2015"
"TB","DAL","TB","DAL",NA,"north","north",NA,"DAL_TB_2015"
"TEN","CAR","CAR","TEN",NA,"south","north",NA,"CAR_TEN_2015"
"WAS","NO","NO","WAS",NA,"east","east",NA,"NO_WAS_2015"
"OAK","MIN","OAK","MIN",NA,"south","south",NA,"MIN_OAK_2015"
"DEN","KC","KC","DEN",NA,"south","north",NA,"KC_DEN_2015"
"NYG","NE","NYG","NE",NA,"south","north",NA,"NE_NYG_2015"
"SEA","ARZ","SEA","ARZ",NA,"north","south",NA,"ARZ_SEA_2015"
"CIN","HST","HST","CIN",NA,"north","north",NA,"HST_CIN_2015"
"JAX","TEN","JAX","TEN",NA,"south","north",NA,"TEN_JAX_2015"
"ATL","IND","ATL","IND",NA,"east","west",NA,"IND_ATL_2015"
"BLT","SL","BLT","SL",NA,"east","west",NA,"SL_BLT_2015"
"CAR","WAS","WAS","CAR",NA,"east","west",NA,"WAS_CAR_2015"
"CHI","DEN","DEN","CHI",NA,"south","north",NA,"DEN_CHI_2015"
"DET","OAK","OAK","DET",NA,"east","west",NA,"OAK_DET_2015"
"HST","NYJ","NYJ","HST",NA,"north","north",NA,"NYJ_HST_2015"
"MIA","DAL","DAL","MIA",NA,"east","west",NA,"DAL_MIA_2015"
"MIN","GB","GB","MIN",NA,"east",NA,NA,"GB_MIN_2015"
"PHI","TB","TB","PHI",NA,"north","south",NA,"TB_PHI_2015"
"ARZ","CIN","CIN","ARZ",NA,"south","north",NA,"CIN_ARZ_2015"
"SEA","SF","SEA","SF",NA,"north","north",NA,"SF_SEA_2015"
"SD","KC","SD","KC",NA,"east","west",NA,"KC_SD_2015"
"NE","BUF","NE","BUF",NA,"north","south",NA,"BUF_NE_2015"
"DET","PHI","DET","PHI",NA,"west","west",NA,"PHI_DET_2015"
"DAL","CAR","CAR","DAL",NA,"north","north",NA,"CAR_DAL_2015"
"GB","CHI","CHI","GB",NA,"south",NA,NA,"CHI_GB_2015"
"ATL","MIN","ATL","MIN",NA,"east","east",NA,"MIN_ATL_2015"
"CIN","SL","CIN","SL",NA,"south","north",NA,"SL_CIN_2015"
"HST","NO","HST","NO",NA,"south","south",NA,"NO_HST_2015"
"IND","TB","TB","IND",NA,"north","north",NA,"TB_IND_2015"
"JAX","SD","SD","JAX",NA,"south","south",NA,"SD_JAX_2015"
"KC","BUF","KC","BUF",NA,"east","west",NA,"BUF_KC_2015"
"NYJ","MIA","MIA","NYJ",NA,"east","west",NA,"MIA_NYJ_2015"
"TEN","OAK","OAK","TEN",NA,"north","south",NA,"OAK_TEN_2015"
"WAS","NYG","WAS","NYG",NA,"west","west",NA,"NYG_WAS_2015"
"SF","ARZ","ARZ","SF",NA,"north","south",NA,"ARZ_SF_2015"
"SEA","PIT","SEA","PIT",NA,"south","north",NA,"PIT_SEA_2015"
"DEN","NE","NE","DEN","DEN","south","south","south","NE_DEN_2015"
"CLV","BAL","CLV","BLT",NA,"west","west",NA,"BAL_CLV_2015"
"DET","GB","DET","GB",NA,"west","west",NA,"GB_DET_2015"
"BUF","HST","BUF","HST",NA,"west","west",NA,"HST_BUF_2015"
"CHI","SF","CHI","SF","CHI","south","north","south","SF_CHI_2015"
"CLV","CIN","CLV","CIN",NA,"west","west",NA,"CIN_CLV_2015"
"MIA","BAL","BLT","MIA",NA,"east","east",NA,"BAL_MIA_2015"
"MIN","SEA","MIN","SEA",NA,"west",NA,NA,"SEA_MIN_2015"
"NO","CAR","CAR","NO",NA,"south","south",NA,"CAR_NO_2015"
"NYG","NYJ","NYG","NYJ","NYG","north","south","north","NYJ_NYG_2015"
"SL","ARZ","SL","ARZ",NA,"north","north",NA,"ARZ_SL_2015"
"TB","ATL","ATL","TB",NA,"north","north",NA,"ATL_TB_2015"
"TEN","JAX","TEN","JAX",NA,"south","south",NA,"JAX_TEN_2015"
"OAK","KC","KC","OAK",NA,"north",NA,NA,"KC_OAK_2015"
"SD","DEN","SD","DEN",NA,"east","west",NA,"DEN_SD_2015"
"NE","PHI","NE","PHI",NA,"north","south",NA,"PHI_NE_2015"
"PIT","IND","IND","PIT",NA,"south","south",NA,"IND_PIT_2015"
"WAS","DAL","DAL","WAS",NA,"west","west",NA,"DAL_WAS_2015"
"ARZ","MIN","MIN","ARZ",NA,"north","south",NA,"MIN_ARZ_2015"
"CAR","ATL","ATL","CAR",NA,"west","east",NA,"ATL_CAR_2015"
"CHI","WAS","CHI","WAS",NA,"north","north",NA,"WAS_CHI_2015"
"CIN","PIT","CIN","PIT",NA,"south","south",NA,"PIT_CIN_2015"
"CLV","SF","SF","CLV",NA,"west","west",NA,"SF_CLV_2015"
"HST","NE","NE","HST",NA,"north","north",NA,"NE_HST_2015"
"JAX","IND","IND","JAX",NA,"south","north",NA,"IND_JAX_2015"
"KC","SD","KC","SD",NA,"west","east",NA,"SD_KC_2015"
"NYJ","TEN","TEN","NYJ",NA,"east","east",NA,"TEN_NYJ_2015"
"PHI","BUF","PHI","BUF",NA,NA,"north",NA,"BUF_PHI_2015"
"SL","DET","DET","SL",NA,"north","south",NA,"DET_SL_2015"
"TB","NO","NO","TB",NA,"south","north",NA,"NO_TB_2015"
"DEN","OAK","OAK","DEN",NA,"north","south",NA,"OAK_DEN_2015"
"GB","DAL","DAL","GB",NA,"north",NA,NA,"DAL_GB_2015"
"BLT","SEA","SEA","BLT",NA,"east","west",NA,"SEA_BLT_2015"
"MIA","NYG","NYG","MIA",NA,"west",NA,NA,"NYG_MIA_2015"
"SL","TB","TB","SL",NA,NA,"south",NA,"TB_SL_2015"
"DAL","NYJ","NYJ","DAL",NA,"south","south",NA,"NYJ_DAL_2015"
"BLT","KC","BLT","KC",NA,"east","west",NA,"KC_BLT_2015"
"IND","HST","IND","HST",NA,"north","north",NA,"HST_IND_2015"
"JAX","ATL","JAX","ATL",NA,"north","north",NA,"ATL_JAX_2015"
"MIN","CHI","MIN","CHI",NA,"west",NA,NA,"CHI_MIN_2015"
"NE","TEN","NE","TEN",NA,"north","north",NA,"TEN_NE_2015"
"NYG","CAR","CAR","NYG",NA,"south","south",NA,"CAR_NYG_2015"
"PHI","ARZ","PHI","ARZ",NA,"south","north",NA,"ARZ_PHI_2015"
"WAS","BUF","BUF","WAS",NA,"east",NA,NA,"BUF_WAS_2015"
"OAK","GB","OAK","GB",NA,"north",NA,NA,"GB_OAK_2015"
"SEA","CLV","SEA","CLV",NA,"south","north",NA,"CLV_SEA_2015"
"PIT","DEN","DEN","PIT",NA,"south","south",NA,"DEN_PIT_2015"
"SD","MIA","SD","MIA",NA,"east","west",NA,"MIA_SD_2015"
"SF","CIN","CIN","SF",NA,"north","south",NA,"CIN_SF_2015"
"NO","DET","DET","NO",NA,"south","south",NA,"DET_NO_2015"
"OAK","SD","SD","OAK","SD","south","north","south","SD_OAK_2015"
"PHI","WAS","WAS","PHI",NA,"south","north",NA,"WAS_PHI_2015"
"ATL","CAR","ATL","CAR",NA,"east","east",NA,"CAR_ATL_2015"
"BUF","DAL","BUF","DAL",NA,"west","east",NA,"DAL_BUF_2015"
"DET","SF","DET","SF",NA,"west","west",NA,"SF_DET_2015"
"KC","CLV","CLV","KC",NA,"west","east",NA,"CLV_KC_2015"
"MIA","IND","MIA","IND",NA,"west",NA,NA,"IND_MIA_2015"
"MIN","NYG","NYG","MIN",NA,"east",NA,NA,"NYG_MIN_2015"
"NO","JAX","JAX","NO",NA,"south","south",NA,"JAX_NO_2015"
"NYJ","NE","NE","NYJ","NE","east","east","west","NE_NYJ_2015"
"TB","CHI","TB","CHI",NA,"south","north",NA,"CHI_TB_2015"
"TEN","HST","HST","TEN",NA,"south","south",NA,"HST_TEN_2015"
"ARZ","GB","GB","ARZ",NA,"south","south",NA,"GB_ARZ_2015"
"SEA","SL","SEA","SL",NA,"south","south",NA,"SL_SEA_2015"
"BLT","PIT","BLT","PIT",NA,"west","west",NA,"PIT_BLT_2015"
"DEN","CIN","DEN","CIN","CIN","south","north","south","CIN_DEN_2015"
"ATL","NO","ATL","NO",NA,"east","west",NA,"NO_ATL_2015"
"BUF","NYJ","BUF","NYJ",NA,"west","west",NA,"NYJ_BUF_2015"
"CAR","TB","TB","CAR",NA,"east","west",NA,"TB_CAR_2015"
"CHI","DET","CHI","DET",NA,"south","north",NA,"DET_CHI_2015"
"CIN","BAL","BLT","CIN",NA,"north","south",NA,"BAL_CIN_2015"
"CLV","PIT","CLV","PIT",NA,"east","west",NA,"PIT_CLV_2015"
"DAL","WAS","WAS","DAL",NA,"north","south",NA,"WAS_DAL_2015"
"GB","MIN","GB","MIN",NA,"south",NA,NA,"MIN_GB_2015"
"HST","JAX","HST","JAX",NA,"south","north",NA,"JAX_HST_2015"
"IND","TEN","TEN","IND",NA,"south","north",NA,"TEN_IND_2015"
"KC","OAK","OAK","KC",NA,"east","west",NA,"OAK_KC_2015"
"MIA","NE","NE","MIA",NA,"east","east",NA,"NE_MIA_2015"
"NYG","PHI","NYG","PHI",NA,"north","north",NA,"PHI_NYG_2015"
"ARZ","SEA","SEA","ARZ",NA,"south","south",NA,"SEA_ARZ_2015"
"DEN","SD","SD","DEN",NA,"south","south",NA,"SD_DEN_2015"
"SF","SL","SF","SL","SL","north","south","north","SL_SF_2015"
