,home_team,away_team,season.x,def_team_q1,def_team_q3,def_direction_q1,def_direction_q3,game_id.x,home_team_off_direction1,home_team_off_direction3,home_team_off_direction2,home_team_off_direction4,away_team_off_direction1,away_team_off_direction3,away_team_off_direction2,away_team_off_direction4,game_id.y,game_type,week,gameday,weekday,gametime,away_score,home_score,location,roof,surface,stadium.y,n,ws,wd,HomeTeam,RoofType,Longitude,Latitude,StadiumAzimuthAngle,wind_compass
499,SEA,LA,2019,LA,SEA,south,south,LA_SEA_2019,south,north,north,south,north,south,south,north,2019_05_LA_SEA,REG,5,10/3/19,Thursday,20:20,29,30,Home,outdoors,fieldturf,CenturyLink Field,9,5.425555556,166.1069539,SEA,Outdoor,-122.3316,47.5952,0,S
500,NE,KC,2017,KC,NE,south,south,KC_NE_2017,south,north,north,south,north,south,south,north,2017_01_KC_NE,REG,1,9/7/17,Thursday,20:30,42,27,Home,outdoors,fieldturf,Gillette Stadium,6,5.406666667,251.1474287,NE,Outdoor,-71.264,42.091,343,E
501,GB,CHI,2018,CHI,GB,south,,CHI_GB_2018,south,NA,north,NA,north,NA,south,NA,2018_01_CHI_GB,REG,1,9/9/18,Sunday,20:20,23,24,Home,outdoors,grass,Lambeau Field,5,5.392,50,GB,Outdoor,-88.062222,44.501389,0,W
502,SF,ARI,2019,SF,ARI,north,north,ARZ_SF_2019,south,north,north,south,north,south,south,north,2019_11_ARI_SF,REG,11,11/17/19,Sunday,16:05,26,36,Home,outdoors,grass,Levi's Stadium,8,5.39,320.436105,SF,Outdoor,-121.97,37.403,330,N
503,CHI,TB,2018,TB,CHI,south,north,TB_CHI_2018,south,south,north,north,north,north,south,south,2018_04_TB_CHI,REG,4,9/30/18,Sunday,13:00,10,48,Home,outdoors,grass,Soldier Field,6,5.386666667,348.6648019,CHI,Outdoor,-87.6167,41.8623,353.9,N
504,CIN,MIA,2018,CIN,MIA,north,north,MIA_CIN_2018,south,north,north,south,north,south,south,north,2018_05_MIA_CIN,REG,5,10/7/18,Sunday,13:00,17,27,Home,outdoors,fieldturf,Paul Brown Stadium,3,5.386666667,196.6704369,CIN,Outdoor,-84.516,39.095,320.6,S
505,KC,HOU,2019,HOU,KC,west,east,HST_KC_2019,west,west,east,east,east,east,west,west,2019_06_HOU_KC,REG,6,10/13/19,Sunday,13:00,31,24,Home,outdoors,astroturf,Arrowhead Stadium,5,5.344,254.3737004,KC,Outdoor,-94.483889,39.048889,316.3,E
506,GB,MIN,2017,MIN,GB,north,,MIN_GB_2017,north,NA,south,NA,south,NA,north,NA,2017_16_MIN_GB,REG,16,12/23/17,Saturday,20:30,16,0,Home,outdoors,grass,Lambeau Field,5,5.296,233.5934554,GB,Outdoor,-88.062222,44.501389,0,E
507,TB,WAS,2018,WAS,TB,south,north,WAS_TB_2018,south,south,north,north,north,north,south,south,2018_10_WAS_TB,REG,10,11/11/18,Sunday,13:00,16,3,Home,outdoors,grass,Raymond James Stadium,5,5.296,42.01972137,TB,Outdoor,-82.503333,27.975833,0,N
508,PIT,NE,2018,NE,PIT,north,north,NE_PIT_2018,north,south,south,north,south,north,north,south,2018_15_NE_PIT,REG,15,12/16/18,Sunday,16:25,10,17,Home,outdoors,grass,Heinz Field,6,5.28,266.0742954,PIT,Outdoor,-80.015833,40.446667,333.9,E
509,WAS,PHI,2016,WAS,PHI,east,east,PHI_WAS_2016,west,east,east,west,east,west,west,east,2016_06_PHI_WAS,REG,6,10/16/16,Sunday,13:00,20,27,Home,outdoors,grass,FedExField,6,5.28,206.6186575,WAS,Outdoor,-76.864444,38.907778,295,S
510,CHI,GB,2017,GB,CHI,south,south,GB_CHI_2017,south,north,north,south,north,south,south,north,2017_10_GB_CHI,REG,10,11/12/17,Sunday,13:00,23,16,Home,outdoors,grass,Soldier Field,7,5.257142857,347.6803064,CHI,Outdoor,-87.6167,41.8623,353.9,N
511,CLE,BAL,2017,CLE,BAL,east,,BAL_CLI_2017,west,NA,east,NA,east,NA,west,NA,2017_15_BAL_CLE,REG,15,12/17/17,Sunday,13:00,27,10,Home,outdoors,grass,FirstEnergy Stadium,7,5.257142857,137.6373327,CLE,Outdoor,-81.699444,41.506111,56.1,S
512,BUF,DEN,2017,BUF,DEN,west,east,DEN_BUF_2017,east,east,west,west,west,west,east,east,2017_03_DEN_BUF,REG,3,9/24/17,Sunday,13:00,16,26,Home,outdoors,a_turf,New Era Field,6,5.24,297.7920591,BUF,Outdoor,-78.787,42.774,302.1,E
513,NE,BUF,2016,BUF,NE,north,south,BUF_NE_2016,north,north,south,south,south,south,north,north,2016_04_BUF_NE,REG,4,10/2/16,Sunday,13:00,16,0,Home,outdoors,fieldturf,Gillette Stadium,10,5.208,2.889580235,NE,Outdoor,-71.264,42.091,343,N
514,PHI,DAL,2018,DAL,PHI,south,north,DAL_PHI_2018,south,south,north,north,north,north,south,south,2018_10_DAL_PHI,REG,10,11/11/18,Sunday,20:20,27,20,Home,outdoors,grass,Lincoln Financial Field,7,5.184285714,244.3604125,PHI,Outdoor,-75.1675,39.900833,351,E
515,PIT,KC,2016,PIT,KC,south,north,KC_PIT_2016,north,north,south,south,south,south,north,north,2016_04_KC_PIT,REG,4,10/2/16,Sunday,20:30,14,43,Home,outdoors,grass,Heinz Field,2,5.16,270,PIT,Outdoor,-80.015833,40.446667,333.9,E
516,TEN,NO,2019,NO,TEN,north,north,NO_TEN_2019,north,south,south,north,south,north,north,south,2019_16_NO_TEN,REG,16,12/22/19,Sunday,13:00,38,28,Home,outdoors,grass,Nissan Stadium,5,5.12,48.00488071,TEN,Outdoor,-86.771389,36.166389,334.6,W
517,NYG,PHI,2019,NYG,PHI,south,north,PHI_NYG_2019,north,north,south,south,south,south,north,north,2019_17_PHI_NYG,REG,17,12/29/19,Sunday,16:25,34,17,Home,outdoors,fieldturf,MetLife Stadium,6,5.093333333,64.76567727,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,W
518,LA,SF,2018,LA,SF,east,,SF_LA_2018,west,NA,east,NA,east,NA,west,NA,2018_17_SF_LA,REG,17,12/30/18,Sunday,16:25,32,48,Home,outdoors,grass,Los Angeles Memorial Coliseum,5,5.072,195.5102947,LAR,Outdoor,-118.287778,34.014167,90,S
519,PIT,CIN,2017,CIN,PIT,south,north,CIN_PIT_2017,south,south,north,north,north,north,south,south,2017_07_CIN_PIT,REG,7,10/22/17,Sunday,16:25,14,29,Home,outdoors,grass,Heinz Field,5,5.072,154.085267,PIT,Outdoor,-80.015833,40.446667,333.9,S
520,PIT,JAX,2017,PIT,JAX,north,south,JAX_PIT_2017,south,south,north,north,north,north,south,south,2017_19_JAX_PIT,DIV,19,1/14/18,Sunday,13:05,45,42,Home,outdoors,grass,Heinz Field,5,5.072,85.13585066,PIT,Outdoor,-80.015833,40.446667,333.9,W
521,NE,GB,2018,GB,NE,north,south,GB_NE_2018,north,north,south,south,south,south,north,north,2018_09_GB_NE,REG,9,11/4/18,Sunday,20:20,17,31,Home,outdoors,fieldturf,Gillette Stadium,7,5.058571429,34.29652835,NE,Outdoor,-71.264,42.091,343,N
522,BAL,CIN,2018,BAL,CIN,west,west,CIN_BLT_2018,east,west,west,east,west,east,east,west,2018_11_CIN_BAL,REG,11,11/18/18,Sunday,13:00,21,24,Home,outdoors,grass,M&T Bank Stadium,6,5.053333333,137.7723494,BAL,Outdoor,-76.622778,39.278056,289.5,S
523,GB,PHI,2019,GB,PHI,north,,PHI_GB_2019,south,NA,north,NA,north,NA,south,NA,2019_04_PHI_GB,REG,4,9/26/19,Thursday,20:20,34,27,Home,outdoors,grass,Lambeau Field,6,5.053333333,188.3210002,GB,Outdoor,-88.062222,44.501389,0,S
524,PIT,DAL,2016,PIT,DAL,south,north,DAL_PIT_2016,north,north,south,south,south,south,north,north,2016_10_DAL_PIT,REG,10,11/13/16,Sunday,16:25,35,30,Home,outdoors,grass,Heinz Field,6,5.053333333,213.2596322,PIT,Outdoor,-80.015833,40.446667,333.9,S
525,PIT,NE,2017,NE,PIT,south,north,NE_PIT_2017,south,south,north,north,north,north,south,south,2017_15_NE_PIT,REG,15,12/17/17,Sunday,16:25,27,24,Home,outdoors,grass,Heinz Field,6,5.053333333,183.1904183,PIT,Outdoor,-80.015833,40.446667,333.9,S
526,CAR,KC,2016,KC,CAR,west,east,KC_CAR_2016,west,west,east,east,east,east,west,west,2016_10_KC_CAR,REG,10,11/13/16,Sunday,13:00,20,17,Home,outdoors,grass,Bank of America Stadium,3,5.013333333,291.7049533,CAR,Outdoor,-80.852778,35.225833,322.4,E
527,CHI,SEA,2018,CHI,SEA,north,north,SEA_CHI_2018,south,north,north,south,north,south,south,north,2018_02_SEA_CHI,REG,2,9/17/18,Monday,20:15,17,24,Home,outdoors,grass,Soldier Field,3,5.013333333,145.6262996,CHI,Outdoor,-87.6167,41.8623,353.9,S
528,SEA,ARI,2016,SEA,ARI,south,south,ARZ_SEA_2016,north,south,south,north,south,north,north,south,2016_16_ARI_SEA,REG,16,12/24/16,Saturday,16:25,34,31,Home,outdoors,fieldturf,CenturyLink Field,3,5.013333333,40,SEA,Outdoor,-122.3316,47.5952,0,N
529,TEN,JAX,2019,TEN,JAX,south,north,JAX_TEN_2019,north,north,south,south,south,south,north,north,2019_12_JAX_TEN,REG,12,11/24/19,Sunday,16:05,20,42,Home,outdoors,grass,Nissan Stadium,6,5.013333333,213.5607968,TEN,Outdoor,-86.771389,36.166389,334.6,S
530,KC,JAX,2018,KC,JAX,west,east,JAX_KC_2018,east,east,west,west,west,west,east,east,2018_05_JAX_KC,REG,5,10/7/18,Sunday,13:00,14,30,Home,outdoors,grass,Arrowhead Stadium,7,5.005714286,61.3027152,KC,Outdoor,-94.483889,39.048889,316.3,W
531,LA,BAL,2019,BAL,LA,west,east,BAL_LA_2019,west,west,east,east,east,east,west,west,2019_12_BAL_LA,REG,12,11/25/19,Monday,20:15,45,6,Home,outdoors,grass,Los Angeles Memorial Coliseum,4,4.94,280.469724,LAR,Outdoor,-118.287778,34.014167,90,E
532,NYG,DAL,2018,DAL,NYG,south,south,DAL_NYG_2018,south,north,north,south,north,south,south,north,2018_17_DAL_NYG,REG,17,12/30/18,Sunday,13:00,36,35,Home,outdoors,fieldturf,MetLife Stadium,4,4.94,157.7297169,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
533,PIT,MIN,2017,MIN,PIT,north,south,MIN_PIT_2017,north,north,south,south,south,south,north,north,2017_02_MIN_PIT,REG,2,9/17/17,Sunday,13:00,9,26,Home,outdoors,grass,Heinz Field,4,4.94,194.3243481,PIT,Outdoor,-80.015833,40.446667,333.9,S
534,GB,HOU,2016,GB,HOU,north,,HST_GB_2016,south,NA,north,NA,north,NA,south,NA,2016_13_HOU_GB,REG,13,12/4/16,Sunday,13:00,13,21,Home,outdoors,grass,Lambeau Field,7,4.937142857,153.0607561,GB,Outdoor,-88.062222,44.501389,0,S
535,NE,ATL,2017,ATL,NE,north,south,ATL_NE_2017,north,north,south,south,south,south,north,north,2017_07_ATL_NE,REG,7,10/22/17,Sunday,20:30,7,23,Home,outdoors,fieldturf,Gillette Stadium,3,4.886666667,56.70495327,NE,Outdoor,-71.264,42.091,343,W
536,NYG,ARI,2019,NYG,ARI,south,south,ARZ_NYG_2019,north,south,south,north,south,north,north,south,2019_07_ARI_NYG,REG,7,10/20/19,Sunday,13:00,27,21,Home,outdoors,fieldturf,MetLife Stadium,7,4.88,5.658005308,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
537,NYG,CIN,2016,CIN,NYG,north,north,CIN_NYG_2016,north,south,south,north,south,north,north,south,2016_10_CIN_NYG,REG,10,11/14/16,Monday,20:30,20,21,Home,outdoors,fieldturf,MetLife Stadium,4,4.88,147.801782,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
538,PHI,MIN,2018,PHI,MIN,north,south,MIN_PHI_2018,south,south,north,north,north,north,south,south,2018_05_MIN_PHI,REG,5,10/7/18,Sunday,16:25,23,21,Home,outdoors,grass,Lincoln Financial Field,8,4.87875,226.46761,PHI,Outdoor,-75.1675,39.900833,351,E
539,TEN,IND,2018,IND,TEN,north,north,IND_TEN_2018,north,south,south,north,south,north,north,south,2018_17_IND_TEN,REG,17,12/30/18,Sunday,20:20,33,17,Home,outdoors,grass,Nissan Stadium,5,4.848,130.5657731,TEN,Outdoor,-86.771389,36.166389,334.6,W
540,BUF,NO,2017,NO,BUF,east,west,NO_BUF_2017,east,east,west,west,west,west,east,east,2017_10_NO_BUF,REG,10,11/12/17,Sunday,13:00,47,10,Home,outdoors,a_turf,New Era Field,6,4.826666667,116.6988714,BUF,Outdoor,-78.787,42.774,302.1,W
541,CIN,BUF,2017,BUF,CIN,south,north,BUF_CIN_2017,south,south,north,north,north,north,south,south,2017_05_BUF_CIN,REG,5,10/8/17,Sunday,13:00,16,20,Home,outdoors,fieldturf,Paul Brown Stadium,6,4.826666667,87.75820149,CIN,Outdoor,-84.516,39.095,320.6,W
542,JAX,HOU,2019,JAX,HOU,east,,HST_JAX_2019,west,NA,east,NA,east,NA,west,NA,2019_09_HOU_JAX,REG,9,11/3/19,Sunday,9:30,26,3,Neutral,outdoors,grass,Wembley Stadium,6,4.826666667,245.3217025,Wembley,Outdoor,-0.279722,51.555833,90,E
543,BAL,MIA,2016,MIA,BAL,west,west,MIA_BLT_2016,west,east,east,west,east,west,west,east,2016_13_MIA_BAL,REG,13,12/4/16,Sunday,13:00,6,38,Home,outdoors,grass,M&T Bank Stadium,5,4.8,274.8824891,BAL,Outdoor,-76.622778,39.278056,289.5,E
544,DEN,TEN,2019,DEN,TEN,south,,TEN_DEN_2019,north,NA,south,NA,south,NA,north,NA,2019_06_TEN_DEN,REG,6,10/13/19,Sunday,16:25,0,16,Home,outdoors,grass,Empower Field at Mile High,6,4.796666667,175.3805162,DEN,Outdoor,-105.02,39.743889,0,S
545,SEA,ARI,2019,SEA,ARI,south,south,ARZ_SEA_2019,north,south,south,north,south,north,north,south,2019_16_ARI_SEA,REG,16,12/22/19,Sunday,16:25,27,13,Home,outdoors,fieldturf,CenturyLink Field,11,4.790909091,354.6379491,SEA,Outdoor,-122.3316,47.5952,0,N
546,TEN,PHI,2018,PHI,TEN,south,south,PHI_TEN_2018,south,north,north,south,north,south,south,north,2018_04_PHI_TEN,REG,4,9/30/18,Sunday,13:00,23,26,Home,outdoors,grass,Nissan Stadium,7,4.742857143,141.5286613,TEN,Outdoor,-86.771389,36.166389,334.6,S
547,CHI,WAS,2016,CHI,WAS,south,north,WAS_CHI_2016,north,north,south,south,south,south,north,north,2016_16_WAS_CHI,REG,16,12/24/16,Saturday,13:00,41,21,Home,outdoors,grass,Soldier Field,2,4.72,190,CHI,Outdoor,-87.6167,41.8623,353.9,S
548,PIT,MIA,2019,PIT,MIA,south,south,MIA_PIT_2019,north,south,south,north,south,north,north,south,2019_08_MIA_PIT,REG,8,10/28/19,Monday,20:15,14,27,Home,outdoors,grass,Heinz Field,1,4.72,140,PIT,Outdoor,-80.015833,40.446667,333.9,S
549,WAS,PIT,2016,PIT,WAS,west,west,PIT_WAS_2016,west,east,east,west,east,west,west,east,2016_01_PIT_WAS,REG,1,9/12/16,Monday,19:10,38,16,Home,outdoors,grass,FedExField,1,4.72,100,WAS,Outdoor,-76.864444,38.907778,295,W
550,CIN,CLE,2018,CIN,CLE,south,south,CLI_CIN_2018,north,south,south,north,south,north,north,south,2018_12_CLE_CIN,REG,12,11/25/18,Sunday,13:00,35,20,Home,outdoors,fieldturf,Paul Brown Stadium,5,4.672,146.1227544,CIN,Outdoor,-84.516,39.095,320.6,S
551,TEN,NE,2018,NE,TEN,south,north,NE_TEN_2018,south,south,north,north,north,north,south,south,2018_10_NE_TEN,REG,10,11/11/18,Sunday,13:00,10,34,Home,outdoors,grass,Nissan Stadium,5,4.672,145,TEN,Outdoor,-86.771389,36.166389,334.6,S
552,BAL,PIT,2017,PIT,BAL,west,,PIT_BLT_2017,west,NA,east,NA,east,NA,west,NA,2017_04_PIT_BAL,REG,4,10/1/17,Sunday,13:00,26,9,Home,outdoors,grass,M&T Bank Stadium,6,4.64,128.4004789,BAL,Outdoor,-76.622778,39.278056,289.5,W
553,CAR,LA,2019,LA,CAR,east,west,LA_CAR_2019,east,east,west,west,west,west,east,east,2019_01_LA_CAR,REG,1,9/8/19,Sunday,13:00,30,27,Home,outdoors,grass,Bank of America Stadium,3,4.64,44.01481697,CAR,Outdoor,-80.852778,35.225833,322.4,N
554,GB,IND,2016,GB,IND,north,,IND_GB_2016,south,NA,north,NA,north,NA,south,NA,2016_09_IND_GB,REG,9,11/6/16,Sunday,16:25,31,26,Home,outdoors,grass,Lambeau Field,6,4.64,185.3362878,GB,Outdoor,-88.062222,44.501389,0,S
555,LA,SF,2019,LA,SF,east,west,SF_LA_2019,west,west,east,east,east,east,west,west,2019_06_SF_LA,REG,6,10/13/19,Sunday,16:05,20,7,Home,outdoors,grass,Los Angeles Memorial Coliseum,6,4.64,256.6704369,LAR,Outdoor,-118.287778,34.014167,90,E
556,SEA,LA,2016,SEA,LA,north,north,LA_SEA_2016,south,north,north,south,north,south,south,north,2016_15_LA_SEA,REG,15,12/15/16,Thursday,20:25,3,24,Home,outdoors,fieldturf,CenturyLink Field,6,4.64,10,SEA,Outdoor,-122.3316,47.5952,0,N
557,WAS,CAR,2018,WAS,CAR,west,west,CAR_WAS_2018,east,west,west,east,west,east,east,west,2018_06_CAR_WAS,REG,6,10/14/18,Sunday,13:00,17,23,Home,outdoors,grass,FedExField,3,4.64,150,WAS,Outdoor,-76.864444,38.907778,295,S
558,CIN,DEN,2016,CIN,DEN,south,north,DEN_CIN_2016,north,north,south,south,south,south,north,north,2016_03_DEN_CIN,REG,3,9/25/16,Sunday,13:00,29,17,Home,outdoors,fieldturf,Paul Brown Stadium,2,4.6,170,CIN,Outdoor,-84.516,39.095,320.6,S
559,CIN,JAX,2019,CIN,JAX,south,,JAX_CIN_2019,north,NA,south,NA,south,NA,north,NA,2019_07_JAX_CIN,REG,7,10/20/19,Sunday,13:00,27,17,Home,outdoors,grass,Paul Brown Stadium,4,4.6,180,CIN,Outdoor,-84.516,39.095,320.6,S
560,LA,KC,2018,KC,LA,west,,KC_LA_2018,west,NA,east,NA,east,NA,west,NA,2018_11_KC_LA,REG,11,11/19/18,Monday,20:15,51,54,Home,outdoors,grass,Los Angeles Memorial Coliseum,2,4.6,225,LAR,Outdoor,-118.287778,34.014167,90,S
561,LA,MIA,2016,MIA,LA,west,,MIA_LA_2016,west,NA,east,NA,east,NA,west,NA,2016_11_MIA_LA,REG,11,11/20/16,Sunday,16:05,14,10,Home,outdoors,grass,Los Angeles Memorial Coliseum,4,4.6,122.0997914,LAR,Outdoor,-118.287778,34.014167,90,W
562,NYG,PHI,2017,PHI,NYG,south,north,PHI_NYG_2017,south,south,north,north,north,north,south,south,2017_15_PHI_NYG,REG,15,12/17/17,Sunday,13:00,34,29,Home,outdoors,fieldturf,MetLife Stadium,2,4.6,95,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,W
563,PIT,CLE,2016,PIT,CLE,north,south,CLI_PIT_2016,south,south,north,north,north,north,south,south,2016_17_CLE_PIT,REG,17,1/1/17,Sunday,13:00,24,27,Home,outdoors,grass,Heinz Field,6,4.6,143.7172942,PIT,Outdoor,-80.015833,40.446667,333.9,S
564,SF,NYG,2018,SF,NYG,south,south,NYG_SF_2018,north,south,south,north,south,north,north,south,2018_10_NYG_SF,REG,10,11/12/18,Monday,20:15,27,23,Home,outdoors,grass,Levi's Stadium,5,4.598,106.3749508,SF,Outdoor,-121.97,37.403,330,W
565,BAL,NYJ,2019,BAL,NYJ,west,west,NYJ_BLT_2019,east,west,west,east,west,east,east,west,2019_15_NYJ_BAL,REG,15,12/12/19,Thursday,20:20,21,42,Home,outdoors,grass,M&T Bank Stadium,5,4.576,82.17683993,BAL,Outdoor,-76.622778,39.278056,289.5,W
566,CIN,MIA,2016,MIA,CIN,south,north,MIA_CIN_2016,south,south,north,north,north,north,south,south,2016_04_MIA_CIN,REG,4,9/29/16,Thursday,20:25,7,22,Home,outdoors,fieldturf,Paul Brown Stadium,5,4.576,60,CIN,Outdoor,-84.516,39.095,320.6,W
567,CAR,MIN,2016,MIN,CAR,east,,MIN_CAR_2016,east,NA,west,NA,west,NA,east,NA,2016_03_MIN_CAR,REG,3,9/25/16,Sunday,13:00,22,10,Home,outdoors,grass,Bank of America Stadium,7,4.525714286,42.47578614,CAR,Outdoor,-80.852778,35.225833,322.4,N
568,CLE,CAR,2018,CLE,CAR,east,west,CAR_CLI_2018,west,west,east,east,east,east,west,west,2018_14_CAR_CLE,REG,14,12/9/18,Sunday,13:00,20,26,Home,outdoors,grass,FirstEnergy Stadium,6,4.453333333,311.661961,CLE,Outdoor,-81.699444,41.506111,56.1,E
569,GB,SEA,2016,SEA,GB,north,,SEA_GB_2016,north,NA,south,NA,south,NA,north,NA,2016_14_SEA_GB,REG,14,12/11/16,Sunday,16:25,10,38,Home,outdoors,grass,Lambeau Field,5,4.448,277.9554503,GB,Outdoor,-88.062222,44.501389,0,E
570,KC,TEN,2016,KC,TEN,west,east,TEN_KC_2016,east,east,west,west,west,west,east,east,2016_15_TEN_KC,REG,15,12/18/16,Sunday,13:00,19,17,Home,outdoors,grass,Arrowhead Stadium,5,4.448,224.0039958,KC,Outdoor,-94.483889,39.048889,316.3,S
571,SEA,SF,2019,SF,SEA,north,north,SF_SEA_2019,north,south,south,north,south,north,north,south,2019_17_SF_SEA,REG,17,12/29/19,Sunday,20:20,26,21,Home,outdoors,fieldturf,CenturyLink Field,8,4.4425,140.1558515,SEA,Outdoor,-122.3316,47.5952,0,S
572,BAL,CLE,2016,CLE,BAL,west,west,CLI_BLT_2016,west,east,east,west,east,west,west,east,2016_10_CLE_BAL,REG,10,11/10/16,Thursday,20:25,7,28,Home,outdoors,grass,M&T Bank Stadium,5,4.4,225.9033426,BAL,Outdoor,-76.622778,39.278056,289.5,E
573,NYG,LA,2017,LA,NYG,north,south,LA_NYG_2017,north,north,south,south,south,south,north,north,2017_09_LA_NYG,REG,9,11/5/17,Sunday,13:00,51,17,Home,outdoors,fieldturf,MetLife Stadium,5,4.4,40.37548789,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
574,WAS,PHI,2018,PHI,WAS,west,east,PHI_WAS_2018,west,west,east,east,east,east,west,west,2018_17_PHI_WAS,REG,17,12/30/18,Sunday,16:25,24,0,Home,outdoors,grass,FedExField,5,4.4,164.0966574,WAS,Outdoor,-76.864444,38.907778,295,S
575,TEN,LAC,2019,TEN,LAC,north,south,LAC_TEN_2019,south,south,north,north,north,north,south,south,2019_07_LAC_TEN,REG,7,10/20/19,Sunday,16:05,20,23,Home,outdoors,grass,Nissan Stadium,4,4.38,142.6191944,TEN,Outdoor,-86.771389,36.166389,334.6,S
576,NE,MIA,2019,NE,MIA,south,south,MIA_NE_2019,north,south,south,north,south,north,north,south,2019_17_MIA_NE,REG,17,12/29/19,Sunday,13:00,27,24,Home,outdoors,grass,Gillette Stadium,10,4.376,230.1027301,NE,Outdoor,-71.264,42.091,343,E
577,NYJ,KC,2017,NYJ,KC,east,west,KC_NYJ_2017,west,west,east,east,east,east,west,west,2017_13_KC_NYJ,REG,13,12/3/17,Sunday,13:00,31,38,Home,outdoors,fieldturf,MetLife Stadium,5,4.352,18.38750341,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
578,SEA,ATL,2016,ATL,SEA,north,north,ATL_SEA_2016,north,south,south,north,south,north,north,south,2016_06_ATL_SEA,REG,6,10/16/16,Sunday,16:25,24,26,Home,outdoors,fieldturf,CenturyLink Field,5,4.352,225.5701861,SEA,Outdoor,-122.3316,47.5952,0,E
579,WAS,MIN,2017,MIN,WAS,west,east,MIN_WAS_2017,west,west,east,east,east,east,west,west,2017_10_MIN_WAS,REG,10,11/12/17,Sunday,13:00,38,30,Home,outdoors,grass,FedExField,5,4.352,138.8351199,WAS,Outdoor,-76.864444,38.907778,295,S
580,SF,GB,2019,SF,GB,north,north,GB_SF_2019,south,north,north,south,north,south,south,north,2019_12_GB_SF,REG,12,11/24/19,Sunday,20:20,8,37,Home,outdoors,grass,Levi's Stadium,8,4.28875,298.7681185,SF,Outdoor,-121.97,37.403,330,E
581,BAL,CLE,2018,BAL,CLE,west,west,CLI_BLT_2018,east,west,west,east,west,east,east,west,2018_17_CLE_BAL,REG,17,12/30/18,Sunday,16:25,24,26,Home,outdoors,grass,M&T Bank Stadium,3,4.266666667,146.5305605,BAL,Outdoor,-76.622778,39.278056,289.5,S
582,CAR,SF,2016,SF,CAR,east,west,SF_CAR_2016,east,east,west,west,west,west,east,east,2016_02_SF_CAR,REG,2,9/18/16,Sunday,13:00,27,46,Home,outdoors,grass,Bank of America Stadium,3,4.266666667,135.5701861,CAR,Outdoor,-80.852778,35.225833,322.4,S
583,CIN,SF,2019,SF,CIN,south,,SF_CIN_2019,south,NA,north,NA,north,NA,south,NA,2019_02_SF_CIN,REG,2,9/15/19,Sunday,13:00,41,17,Home,outdoors,grass,Paul Brown Stadium,6,4.266666667,176.9179104,CIN,Outdoor,-84.516,39.095,320.6,S
584,GB,DET,2019,GB,DET,north,,DET_GB_2019,south,NA,north,NA,north,NA,south,NA,2019_06_DET_GB,REG,6,10/14/19,Monday,20:15,22,23,Home,outdoors,grass,Lambeau Field,3,4.266666667,183.2950467,GB,Outdoor,-88.062222,44.501389,0,S
585,CIN,PIT,2018,CIN,PIT,south,south,PIT_CIN_2018,north,south,south,north,south,north,north,south,2018_06_PIT_CIN,REG,6,10/14/18,Sunday,13:00,28,21,Home,outdoors,fieldturf,Paul Brown Stadium,6,4.226666667,113.2260123,CIN,Outdoor,-84.516,39.095,320.6,W
586,NYJ,IND,2016,IND,NYJ,west,west,IND_NYJ_2016,west,east,east,west,east,west,west,east,2016_13_IND_NYJ,REG,13,12/5/16,Monday,20:30,41,10,Home,outdoors,fieldturf,MetLife Stadium,6,4.226666667,289.1445149,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
587,SEA,HOU,2017,SEA,HOU,north,south,HST_SEA_2017,south,south,north,north,north,north,south,south,2017_08_HOU_SEA,REG,8,10/29/17,Sunday,16:05,38,41,Home,outdoors,fieldturf,CenturyLink Field,2,4.225,55,SEA,Outdoor,-122.3316,47.5952,0,W
588,CAR,TEN,2019,TEN,CAR,east,,TEN_CAR_2019,east,NA,west,NA,west,NA,east,NA,2019_09_TEN_CAR,REG,9,11/3/19,Sunday,13:00,20,30,Home,outdoors,grass,Bank of America Stadium,3,4.186666667,325,CAR,Outdoor,-80.852778,35.225833,322.4,N
589,TB,PIT,2018,TB,PIT,south,south,PIT_TB_2018,north,south,south,north,south,north,north,south,2018_03_PIT_TB,REG,3,9/24/18,Monday,20:15,30,27,Home,outdoors,grass,Raymond James Stadium,6,4.186666667,13.74415348,TB,Outdoor,-82.503333,27.975833,0,N
590,SF,SEA,2019,SEA,SF,south,south,SEA_SF_2019,south,north,north,south,north,south,south,north,2019_10_SEA_SF,REG,10,11/11/19,Monday,20:15,27,24,Home,outdoors,grass,Levi's Stadium,6,4.185,273.6250492,SF,Outdoor,-121.97,37.403,330,E
591,DEN,DET,2019,DEN,DET,north,,DET_DEN_2019,south,NA,north,NA,north,NA,south,NA,2019_16_DET_DEN,REG,16,12/22/19,Sunday,16:05,17,27,Home,outdoors,grass,Empower Field at Mile High,5,4.14,221.7157952,DEN,Outdoor,-105.02,39.743889,0,S
592,MIA,NE,2017,NE,MIA,east,,NE_MIA_2017,east,NA,west,NA,west,NA,east,NA,2017_14_NE_MIA,REG,14,12/11/17,Monday,20:30,20,27,Home,outdoors,grass,Hard Rock Stadium,5,4.128,323.9852252,MIA,Outdoor,-80.238889,25.958056,302.1,N
